J,X,Z,Z_var
0.0,1.0076474609375,3.310497341016114e-5,2.4924026126342027
0.1,1.0060448608398438,0.0335838514634951,2.5237589964222926
0.2,0.9998331298828125,0.06772716762877289,2.5005438832429636
0.3,0.9906884155273438,0.10185518114219846,2.551730842766612
0.4,0.9814598999023437,0.13659788621082009,2.5480509234343716
0.5,0.9642857666015625,0.17239758237394262,2.5198768441534023
0.6,0.942063232421875,0.21126243570572042,2.5447994508342955
0.7,0.91550048828125,0.2522776082059365,2.521906428552403
0.8,0.8825925903320313,0.29659026791408744,2.4616142137030343
